traffic_volume,holiday,temp,rain_1h,clouds_all,weather_main,weather_description
3183,None,266.86,0,90,Haze,haze
3183,None,266.86,0,90,Snow,light snow
2338,None,267.15,0,90,Mist,mist
1017,None,267.08,0,75,Haze,haze
1017,None,267.08,0,75,Mist,mist
539,None,267.15,0,90,Mist,mist
539,None,267.15,0,90,Haze,haze
335,None,267.22,0,90,Haze,haze
335,None,267.22,0,90,Mist,mist
319,None,267.39,0,90,Mist,mist
319,None,267.39,0,90,Haze,haze
874,None,267.57,0,90,Mist,mist
874,None,267.57,0,90,Haze,haze
6227,None,267.58,0,90,Mist,mist
6227,None,267.58,0,90,Haze,haze
4823,None,267.5,0,90,Mist,mist
4823,None,267.5,0,90,Haze,haze
4823,None,267.5,0,90,Snow,light snow
4545,None,267.8,0,90,Haze,haze
4545,None,267.8,0,90,Mist,mist
4545,None,267.8,0,90,Snow,light snow
4906,None,267.79,0,90,Haze,haze
4906,None,267.79,0,90,Mist,mist
4906,None,267.79,0,90,Snow,light snow
5246,None,267.68,0,90,Haze,haze
5246,None,267.68,0,90,Mist,mist
5246,None,267.68,0,90,Snow,light snow
6708,None,267.22,0,90,Haze,haze
6708,None,267.22,0,90,Mist,mist
6708,None,267.22,0,90,Snow,light snow
4269,None,267.02,0,90,Haze,haze
4269,None,267.02,0,90,Snow,light snow
4269,None,267.02,0,90,Mist,mist
2998,None,266.88,0,90,Clouds,overcast clouds
2010,None,266.87,0,90,Snow,light snow
850,None,266.75,0,90,Snow,light snow
585,None,266.65,0,90,Snow,light snow
966,None,266.22,0,90,Snow,light snow
5538,None,265.75,0,90,Snow,light snow
5460,None,265.55,0,90,Snow,light snow
5460,None,265.55,0,90,Haze,haze
4469,None,265.76,0,90,Snow,light snow
5346,None,266.65,0,90,Snow,light snow
5346,None,266.65,0,90,Haze,haze
5529,None,267.55,0,40,Snow,light snow
6630,None,268.22,0,90,Clouds,overcast clouds
4660,None,267.16,0,90,Clouds,overcast clouds
2890,None,264.37,0,40,Clouds,scattered clouds
2837,None,262.29,0,90,Mist,mist
1894,None,263.36,0,90,Clouds,overcast clouds
1313,None,263.93,0,90,Clouds,overcast clouds
827,None,264.55,0,90,Clouds,overcast clouds
440,None,265.44,0,90,Clouds,overcast clouds
1173,None,265.48,0,90,Clouds,overcast clouds
1508,None,265.48,0,90,Clouds,overcast clouds
3330,None,265.48,0,90,Snow,light snow
3330,None,265.48,0,90,Haze,haze
4385,None,266.02,0,90,Snow,light snow
4806,None,266.72,0,90,Clouds,overcast clouds
4610,None,267.65,0,75,Clouds,broken clouds
4894,None,267.55,0,75,Haze,haze
4253,None,266.86,0,90,Haze,haze
2789,None,266.93,0,90,Haze,haze
2789,None,266.93,0,90,Mist,mist
3965,None,267.41,0,90,Mist,mist
2034,None,268.15,0,90,Mist,mist
1313,None,268.41,0,90,Mist,mist
827,None,268.93,0,90,Mist,mist
664,None,269.15,0,90,Mist,mist
440,None,269.35,0,90,Mist,mist
520,None,269.72,0,90,Mist,mist
825,None,269.69,0,90,Mist,mist
1895,None,269.88,0,90,Mist,mist
1895,None,269.88,0,90,Snow,light snow
3093,None,270.42,0,90,Mist,mist
3093,None,270.42,0,90,Snow,snow
3590,None,271.15,0,90,Snow,light snow
3590,None,271.15,0,90,Mist,mist
4166,None,271.55,0,90,Snow,light snow
4166,None,271.55,0,90,Mist,mist
3865,None,272.08,0,90,Mist,mist
3865,None,272.08,0,90,Snow,light snow
3865,None,272.08,0,90,Haze,haze
4120,None,272.15,0,90,Haze,haze
4120,None,272.15,0,90,Mist,mist
2702,None,272.01,0,90,Haze,haze
2702,None,272.01,0,90,Mist,mist
2463,None,271.79,0,90,Mist,mist
1035,None,271.72,0,90,Mist,mist
461,None,271.28,0,90,Snow,light snow
461,None,271.28,0,90,Mist,mist
260,None,271.15,0,90,Mist,mist
322,None,270.9,0,90,Mist,mist
5034,None,270.72,0,90,Mist,mist
5511,None,270.65,0,90,Mist,mist
5511,None,270.65,0,90,Fog,fog
5511,None,270.65,0,90,Snow,light snow
4801,None,270.72,0,90,Mist,mist
4801,None,270.72,0,90,Fog,fog
4100,None,270.86,0,90,Mist,mist
4100,None,270.86,0,90,Fog,fog
4326,None,271.22,0,90,Mist,mist
4326,None,271.22,0,90,Haze,haze
4805,None,271.22,0,90,Mist,mist
4805,None,271.22,0,90,Rain,light rain
6309,None,272.08,0,90,Mist,mist
6309,None,272.08,0,90,Rain,light rain
6309,None,272.08,0,90,Snow,light snow
4332,None,271.79,0,90,Snow,light snow
4332,None,271.79,0,90,Mist,mist
4332,None,271.79,0,90,Haze,haze
2303,None,271.79,0,90,Snow,light snow
2303,None,271.79,0,90,Mist,mist
2826,None,271.48,0,90,Snow,light snow
2826,None,271.48,0,90,Mist,mist
1598,None,270.72,0,90,Snow,light snow
1598,None,270.72,0,90,Mist,mist
314,None,269.95,0,90,Snow,light snow
279,None,269.29,0,90,Snow,light snow
326,None,269.22,0,90,Snow,light snow
2747,None,269.08,0,90,Clouds,overcast clouds
5407,None,268.84,0,90,Snow,light snow
4915,None,268.41,0,90,Snow,light snow
4148,None,269.28,0,90,Snow,light snow
4148,None,269.28,0,90,Haze,haze
4541,None,270.41,0,90,Clouds,overcast clouds
5067,None,270.79,0,90,Snow,light snow
6600,None,270.68,0,90,Clouds,overcast clouds
4439,None,269.88,0,90,Snow,light snow
3703,None,269.35,0,90,Snow,light snow
1745,None,268.22,0,75,Clouds,broken clouds
995,None,265.73,0,1,Clear,sky is clear
550,None,263.73,0,1,Clear,sky is clear
274,None,261.23,0,1,Clear,sky is clear
345,None,261.43,0,1,Clear,sky is clear
844,None,261.85,0,1,Mist,mist
5876,None,262.43,0,1,Mist,mist
6507,None,264.22,0,40,Mist,mist
6312,None,264.5,0,75,Clouds,broken clouds
4355,None,267.37,0,90,Clouds,overcast clouds
4706,None,270.86,0,90,Clouds,overcast clouds
4805,None,274.45,0,75,Clouds,broken clouds
6649,None,277,0,90,Clouds,overcast clouds
4689,None,277.22,0,90,Clouds,overcast clouds
2726,None,277.01,0,90,Clouds,overcast clouds
2481,None,276.55,0,75,Clouds,broken clouds
1684,None,276.21,0,90,Clouds,overcast clouds
955,None,276.15,0,90,Clouds,overcast clouds
544,None,276.08,0,90,Clouds,overcast clouds
365,None,275.86,0,90,Clouds,overcast clouds
347,None,275.86,0,90,Clouds,overcast clouds
2729,None,275.42,0,90,Snow,light snow
2729,None,275.42,0,90,Rain,light rain
5713,None,275.29,0,90,Clouds,overcast clouds
6583,None,275.15,0,90,Clouds,overcast clouds
5815,None,274.29,0,90,Clouds,overcast clouds
4488,None,273.65,0,90,Clouds,overcast clouds
4644,None,272.07,0,90,Clouds,overcast clouds
5033,None,272.01,0,90,Clouds,overcast clouds
4955,None,272.01,0,90,Clouds,overcast clouds
5834,None,271.95,0,40,Clouds,scattered clouds
6180,None,271.48,0,1,Clear,sky is clear
3402,None,268.94,0,1,Clear,sky is clear
2900,None,265.95,0,5,Clear,sky is clear
2098,None,263.89,0,1,Clear,sky is clear
1273,None,263.54,0,1,Clear,sky is clear
649,None,263.14,0,1,Clear,sky is clear
416,None,263.61,0,1,Clear,sky is clear
286,None,264.07,0,1,Clear,sky is clear
384,None,265.34,0,1,Clear,sky is clear
792,None,265.61,0,40,Clouds,scattered clouds
2569,None,266.74,0,90,Clouds,overcast clouds
5473,None,267.35,0,90,Clouds,overcast clouds
6425,None,267.75,0,90,Clouds,overcast clouds
5591,None,268.22,0,90,Clouds,overcast clouds
4809,None,268.88,0,90,Clouds,overcast clouds
4439,None,269.86,0,40,Clouds,scattered clouds
5040,None,270.79,0,75,Clouds,broken clouds
5428,None,272,0,1,Clear,sky is clear
5223,None,272.88,0,75,Clouds,broken clouds
6042,None,273.08,0,90,Clouds,overcast clouds
6536,None,273,0,90,Clouds,overcast clouds
6047,None,273,0,90,Clouds,overcast clouds
3653,None,273.08,0,90,Clouds,overcast clouds
2834,None,273.48,0,90,Rain,light rain
2834,None,273.48,0,90,Snow,light snow
2518,None,273.68,0,90,Mist,mist
2518,None,273.68,0,90,Snow,light snow
1622,None,273.81,0,75,Clouds,broken clouds
1267,None,273.51,0,1,Clear,sky is clear
850,None,272.82,0,1,Mist,mist
664,None,272.58,0,1,Mist,mist
469,None,272.62,0,1,Mist,mist
408,None,273.29,0,1,Clear,sky is clear
1606,None,272.38,0,1,Clear,sky is clear
4379,None,273.58,0,1,Clear,sky is clear
4866,None,277.72,0,75,Clouds,broken clouds
5051,None,277.41,0,90,Rain,moderate rain
5051,None,277.41,0,90,Drizzle,light intensity drizzle
5145,None,275.94,0,40,Clouds,scattered clouds
3045,None,275.28,0,75,Clouds,broken clouds
1267,None,274.95,0,40,Clouds,scattered clouds
642,None,274.36,0,1,Clear,sky is clear
401,None,273.8,0,1,Clear,sky is clear
516,None,273.08,0,1,Mist,mist
858,None,273.01,0,1,Fog,fog
1198,None,271.7,0,1,Mist,mist
1198,None,271.7,0,1,Fog,fog
2231,None,271.51,0,1,Mist,mist
2231,None,271.51,0,1,Fog,fog
3476,None,273.3,0,1,Clear,sky is clear
3684,None,275.65,0,75,Clouds,broken clouds
4794,None,276.21,0,1,Clear,sky is clear
4929,None,276.81,0,40,Clouds,scattered clouds
4917,None,277.08,0,1,Clear,sky is clear
3067,None,274.35,0,5,Clear,sky is clear
2020,None,273.29,0,5,Clear,sky is clear
1450,None,272.37,0,1,Clear,sky is clear
540,None,271.08,0,1,Clear,sky is clear
312,None,270.51,0,1,Mist,mist
340,None,269.51,0,1,Mist,mist
2862,None,268.94,0,90,Mist,mist
2862,None,268.94,0,90,Fog,fog
6323,None,267.48,0,75,Mist,mist
6323,None,267.48,0,75,Fog,fog
5128,None,268.28,0,75,Mist,mist
5128,None,268.28,0,75,Snow,light snow
5128,None,268.28,0,75,Fog,fog
4584,None,270.94,0,75,Mist,mist
4584,None,270.94,0,75,Fog,fog
4739,None,272.69,0,90,Mist,mist
4739,None,272.69,0,90,Fog,fog
4756,None,272.73,0,90,Mist,mist
5642,None,272.49,0,75,Mist,mist
5642,None,272.49,0,75,Haze,haze
6071,None,272.28,0,90,Mist,mist
6071,None,272.28,0,90,Haze,haze
4412,None,272.08,0,90,Haze,haze
4412,None,272.08,0,90,Mist,mist
3096,None,272.02,0,90,Haze,haze
3096,None,272.02,0,90,Mist,mist
2174,None,271.65,0,90,Haze,haze
2174,None,271.65,0,90,Mist,mist
1569,None,270.79,0,90,Mist,mist
580,None,270.8,0,90,Haze,haze
580,None,270.8,0,90,Mist,mist
315,None,271.08,0,90,Mist,mist
355,None,271.08,0,40,Mist,mist
881,None,270.94,0,90,Clouds,overcast clouds
2827,None,270.65,0,90,Clouds,overcast clouds
5687,None,270.21,0,90,Clouds,overcast clouds
6622,None,270.72,0,75,Clouds,broken clouds
5526,None,270.61,0,90,Clouds,overcast clouds
5097,None,271.22,0,40,Clouds,scattered clouds
4282,None,271.55,0,75,Clouds,broken clouds
4093,None,271.94,0,90,Snow,light snow
4142,None,271.8,0,90,Snow,snow
4142,None,271.8,0,90,Fog,fog
3798,None,271.72,0,90,Snow,heavy snow
3798,None,271.72,0,90,Fog,fog
3342,None,271.75,0,90,Snow,snow
3342,None,271.75,0,90,Fog,fog
2118,None,271.65,0,90,Snow,snow
2118,None,271.65,0,90,Fog,fog
1242,None,270.8,0,90,Snow,snow
1242,None,270.8,0,90,Mist,mist
918,None,270.15,0,90,Snow,snow
918,None,270.15,0,90,Mist,mist
918,None,270.15,0,90,Fog,fog
707,None,269.87,0,90,Snow,snow
707,None,269.87,0,90,Mist,mist
572,None,269.42,0,90,Snow,light snow
572,None,269.42,0,90,Mist,mist
356,None,269.29,0,90,Snow,light snow
356,None,269.29,0,90,Mist,mist
217,None,267.94,0,90,Snow,light snow
217,None,267.94,0,90,Mist,mist
338,None,267.61,0,90,Snow,light snow
338,None,267.61,0,90,Mist,mist
899,None,266.68,0,90,Snow,light snow
899,None,266.68,0,90,Mist,mist
2402,None,266.48,0,75,Snow,light snow
2402,None,266.48,0,75,Mist,mist
4155,None,266,0,90,Snow,light snow
4172,None,265.23,0,90,Snow,light snow
4172,None,265.23,0,90,Mist,mist
3853,None,265.22,0,40,Snow,light snow
3853,None,265.22,0,40,Mist,mist
3679,None,265.51,0,1,Snow,light snow
3571,None,266.58,0,40,Haze,haze
3571,None,266.58,0,40,Snow,light snow
3889,None,266.81,0,40,Snow,light snow
4675,None,267.61,0,40,Haze,haze
5814,None,267.63,0,1,Haze,haze
4316,None,265.88,0,1,Clear,sky is clear
3056,None,263.72,0,1,Clear,sky is clear
2302,None,260.82,0,1,Clear,sky is clear
1545,None,260.01,0,1,Clear,sky is clear
1001,None,259.58,0,1,Clear,sky is clear
565,None,259.01,0,75,Clouds,broken clouds
358,None,259.28,0,1,Snow,light snow
300,None,259.34,0,75,Snow,light snow
342,None,260.57,0,75,Snow,light snow
905,None,260.93,0,90,Snow,light snow
905,None,260.93,0,90,Mist,mist
2766,None,261.28,0,90,Clouds,overcast clouds
5525,None,261.58,0,90,Clouds,overcast clouds
6158,None,261.75,0,90,Snow,light snow
6158,None,261.75,0,90,Mist,mist
5383,None,262.88,0,90,Snow,light snow
5383,None,262.88,0,90,Mist,mist
4392,None,265.79,0,90,Snow,light snow
4422,None,267.79,0,90,Snow,light snow
4422,None,267.79,0,90,Haze,haze
5252,None,269.21,0,90,Mist,mist
5252,None,269.21,0,90,Snow,light snow
5643,None,269.68,0,90,Snow,light snow
4557,None,268.82,0,40,Clouds,scattered clouds
2981,None,265.37,0,1,Mist,mist
2777,None,262.94,0,1,Mist,mist
1166,None,260.8,0,1,Clear,sky is clear
657,None,259.29,0,1,Clear,sky is clear
360,None,258.29,0,1,Clear,sky is clear
325,None,257.16,0,1,Clear,sky is clear
323,None,256.46,0,1,Haze,haze
323,None,256.46,0,1,Mist,mist
323,None,256.46,0,1,Snow,light snow
787,None,256.35,0,20,Haze,haze
5180,None,256.56,0,1,Fog,fog
5180,None,256.56,0,1,Haze,haze
6390,None,256.94,0,75,Mist,mist
6390,None,256.94,0,75,Haze,haze
5716,None,257.51,0,75,Mist,mist
5716,None,257.51,0,75,Haze,haze
5039,None,260.5,0,90,Mist,mist
4538,None,263.28,0,75,Mist,mist
4990,None,265.64,0,90,Clouds,overcast clouds
5304,None,267.41,0,40,Clouds,scattered clouds
5282,None,269.72,0,75,Clouds,broken clouds
5662,None,270.28,0,90,Clouds,overcast clouds
6005,None,270.61,0,90,Clouds,overcast clouds
6824,None,270.08,0,90,Snow,light snow
6303,None,270.08,0,90,Snow,light snow
6303,None,270.08,0,90,Haze,haze
4688,None,269.94,0,90,Snow,light snow
4688,None,269.94,0,90,Haze,haze
3724,None,269.51,0,90,Snow,light snow
2997,None,269.28,0,90,Snow,light snow
3139,None,269.42,0,90,Clouds,overcast clouds
2920,None,269.72,0,40,Clouds,scattered clouds
1713,None,269.48,0,40,Haze,haze
1713,None,269.48,0,40,Mist,mist
1254,None,269.65,0,75,Haze,haze
1254,None,269.65,0,75,Mist,mist
770,None,270,0,90,Haze,haze
770,None,270,0,90,Mist,mist
704,None,270.02,0,90,Mist,mist
704,None,270.02,0,90,Haze,haze
469,None,269.82,0,90,Clouds,overcast clouds
408,None,269.51,0,90,Clouds,overcast clouds
912,None,269.55,0,90,Clouds,overcast clouds
1247,None,269.49,0,75,Clouds,broken clouds
1606,None,269.55,0,90,Mist,mist
2704,None,269.68,0,40,Mist,mist
2830,None,270.29,0,40,Mist,mist
2830,None,270.29,0,40,Snow,light snow
3479,None,271.08,0,75,Haze,haze
3801,None,271.93,0,1,Clear,sky is clear
4308,None,273.35,0,1,Clear,sky is clear
4548,None,274.41,0,75,Clouds,broken clouds
4397,None,274.61,0,40,Clouds,scattered clouds
5533,None,274.81,0,90,Clouds,overcast clouds
5274,None,274.55,0,90,Clouds,overcast clouds
4933,None,274.35,0,75,Clouds,broken clouds
4434,None,274.41,0,90,Clouds,overcast clouds
3996,None,274.48,0,90,Rain,light rain
3996,None,274.48,0,90,Drizzle,light intensity drizzle
3047,None,274.29,0,90,Rain,light rain
3047,None,274.29,0,90,Drizzle,drizzle
3047,None,274.29,0,90,Snow,light snow
3034,None,274.61,0,75,Rain,light rain
3615,None,274.48,0,40,Clouds,scattered clouds
2239,None,274.55,0,90,Clouds,overcast clouds
1254,None,274.48,0,1,Clear,sky is clear
770,None,273.88,0,90,Rain,moderate rain
770,None,273.88,0,90,Drizzle,light intensity drizzle
704,None,273.86,0,40,Snow,light snow
407,None,273.22,0,1,Rain,light rain
401,None,273.5,0,40,Clouds,scattered clouds
516,None,274.07,0,75,Clouds,broken clouds
858,None,275.22,0,90,Clouds,overcast clouds
1198,None,275.93,0,75,Clouds,broken clouds
2063,None,276.21,0,75,Clouds,broken clouds
2830,None,276.26,0,1,Clear,sky is clear
3479,None,276.86,0,1,Clear,sky is clear
3801,None,277.15,0,75,Clouds,broken clouds
4308,None,277.29,0,90,Clouds,overcast clouds
4548,None,276.94,0,90,Clouds,overcast clouds
4397,None,276.79,0,90,Drizzle,light intensity drizzle
4344,None,276.51,0,90,Drizzle,drizzle
4466,None,275.35,0,90,Snow,light snow
4466,None,275.35,0,90,Rain,light rain
3386,None,274.51,0,90,Snow,light snow
3386,None,274.51,0,90,Haze,haze
2195,None,271.16,0,90,Snow,light snow
2195,None,271.16,0,90,Mist,mist
1618,None,269.29,0,90,Snow,snow
1618,None,269.29,0,90,Mist,mist
1744,None,268.22,0,90,Snow,light snow
1744,None,268.22,0,90,Haze,haze
2237,None,266.15,0,90,Snow,light snow
2257,None,265.62,0,90,Snow,light snow
930,None,265.02,0,90,Snow,light snow
444,None,264.48,0,90,Snow,light snow
295,None,264.22,0,90,Snow,light snow
231,None,264.15,0,90,Snow,light snow
315,None,263.62,0,90,Snow,light snow
831,None,263.28,0,90,Snow,light snow
831,None,263.28,0,90,Haze,haze
2665,None,262.42,0,90,Snow,light snow
2665,None,262.42,0,90,Mist,mist
5385,None,262.15,0,90,Snow,light snow
6377,None,262.08,0,90,Snow,light snow
6377,None,262.08,0,90,Haze,haze
5471,None,261.87,0,90,Snow,light snow
4724,None,261.79,0,90,Snow,light snow
4724,None,261.79,0,90,Haze,haze
3996,None,262.36,0,90,Haze,haze
3996,None,262.36,0,90,Snow,light snow
4229,None,262.65,0,90,Haze,haze
4462,None,263.65,0,90,Snow,light snow
4462,None,263.65,0,90,Haze,haze
4494,None,264.15,0,90,Haze,haze
4924,None,264.15,0,90,Snow,light snow
5406,None,264.55,0,90,Snow,light snow
6301,None,264.41,0,90,Snow,light snow
6301,None,264.41,0,90,Haze,haze
6185,None,264.15,0,90,Snow,light snow
6185,None,264.15,0,90,Haze,haze
4544,None,264.15,0,90,Snow,light snow
2850,None,263.48,0,90,Snow,light snow
2496,None,263.15,0,90,Snow,light snow
2145,None,262.81,0,90,Snow,light snow
1638,None,262.21,0,90,Snow,light snow
1407,None,262.02,0,90,Snow,light snow
713,None,261.75,0,90,Snow,light snow
425,None,261.5,0,90,Snow,light snow
430,None,260.82,0,90,Snow,light snow
555,None,259.94,0,40,Clouds,scattered clouds
1072,None,259.68,0,1,Clear,sky is clear
2847,None,259.15,0,1,Clear,sky is clear
5691,None,259.01,0,1,Clear,sky is clear
6778,None,258.22,0,1,Clear,sky is clear
5947,None,258.21,0,1,Clear,sky is clear
5151,None,259.65,0,1,Clear,sky is clear
4253,None,260.48,0,1,Clear,sky is clear
4514,None,261.86,0,1,Clear,sky is clear
4768,None,262.68,0,5,Clear,sky is clear
4928,None,263.92,0,1,Clear,sky is clear
5384,None,264.28,0,1,Clear,sky is clear
5841,None,264.27,0,1,Clear,sky is clear
6263,None,264.02,0,1,Clear,sky is clear
6321,None,263.48,0,1,Clear,sky is clear
4523,None,262.29,0,1,Clear,sky is clear
3065,None,261.93,0,1,Clear,sky is clear
2863,None,260.82,0,5,Clear,sky is clear
1129,None,259.8,0,1,Clear,sky is clear
550,None,258.41,0,1,Clear,sky is clear
349,None,257.94,0,1,Clear,sky is clear
337,None,257.35,0,1,Clear,sky is clear
885,None,256.68,0,1,Clear,sky is clear
2791,None,256.54,0,1,Clear,sky is clear
6768,None,256.43,0,75,Clouds,broken clouds
5287,None,257.3,0,90,Clouds,overcast clouds
4558,None,258.36,0,90,Clouds,overcast clouds
4489,None,258.75,0,90,Clouds,overcast clouds
4876,None,260.15,0,75,Clouds,broken clouds
5190,None,261.01,0,90,Clouds,overcast clouds
6671,None,261.69,0,90,Clouds,overcast clouds
6820,None,261.44,0,90,Clouds,overcast clouds
3296,None,261.08,0,90,Clouds,overcast clouds
2911,None,261.15,0,90,Clouds,overcast clouds
2374,None,260.82,0,90,Clouds,overcast clouds
1518,None,260.35,0,40,Clouds,scattered clouds
1011,None,259.61,0,1,Clear,sky is clear
567,None,258.01,0,1,Clear,sky is clear
365,None,257.15,0,1,Clear,sky is clear
283,None,256.27,0,1,Clear,sky is clear
329,None,255.28,0,1,Clear,sky is clear
930,None,254.67,0,1,Clear,sky is clear
5292,None,254.09,0,1,Clear,sky is clear
5965,None,253.36,0,1,Clear,sky is clear
5017,None,257.75,0,75,Snow,light snow
4662,None,259.93,0,90,Snow,light snow
5115,None,261.95,0,90,Snow,light snow
5089,None,264.15,0,90,Clouds,overcast clouds
5604,None,264.44,0,90,Clouds,overcast clouds
6764,None,264.84,0,90,Snow,light snow
4817,None,264.41,0,90,Snow,light snow
3036,None,264.01,0,90,Snow,light snow
3233,None,263.76,0,90,Snow,light snow
3531,None,263.72,0,90,Snow,light snow
3531,None,263.72,0,90,Haze,haze
1291,None,263.65,0,90,Snow,light snow
719,None,263.76,0,90,Snow,light snow
414,None,263.72,0,90,Snow,light snow
365,None,263.37,0,90,Clouds,overcast clouds
2514,None,261.87,0,1,Clear,sky is clear
5215,None,260.3,0,1,Clear,sky is clear
6146,None,259.42,0,1,Clear,sky is clear
5152,None,259.48,0,1,Clear,sky is clear
5165,None,259.88,0,5,Clear,sky is clear
5382,None,260.29,0,1,Clear,sky is clear
5639,None,260.61,0,1,Clear,sky is clear
5858,None,260.48,0,1,Clear,sky is clear
6570,None,260.48,0,1,Clear,sky is clear
5975,None,259.49,0,1,Clear,sky is clear
3891,None,257.82,0,5,Clear,sky is clear
3113,None,257.48,0,1,Clear,sky is clear
3523,None,256.22,0,1,Clear,sky is clear
2520,None,255.79,0,1,Clear,sky is clear
1660,None,255.15,0,1,Clear,sky is clear
1328,None,254.48,0,1,Clear,sky is clear
966,None,253.69,0,1,Clear,sky is clear
821,None,253.15,0,1,Clear,sky is clear
408,None,251.61,0,1,Clear,sky is clear
912,None,251.21,0,1,Clear,sky is clear
1247,None,250.36,0,1,Clear,sky is clear
1606,None,249.88,0,1,Clear,sky is clear
2704,None,251.38,0,1,Clear,sky is clear
3628,None,252.95,0,1,Clear,sky is clear
4842,None,255.23,0,1,Clear,sky is clear
5031,None,258.36,0,1,Clear,sky is clear
4840,None,259.86,0,1,Clear,sky is clear
5190,None,260.68,0,1,Clear,sky is clear
4139,None,261.01,0,20,Clouds,few clouds
3832,None,260.61,0,1,Clear,sky is clear
3223,None,259.15,0,40,Clouds,scattered clouds
2301,None,258.81,0,90,Clouds,overcast clouds
2868,None,259.22,0,40,Clouds,scattered clouds
2582,None,259.36,0,75,Clouds,broken clouds
1963,None,259.79,0,90,Clouds,overcast clouds
1328,None,260.22,0,90,Clouds,overcast clouds
966,None,260.5,0,90,Clouds,overcast clouds
821,None,260.79,0,90,Clouds,overcast clouds
407,None,260.93,0,90,Clouds,overcast clouds
401,None,261.02,0,90,Clouds,overcast clouds
516,None,261.53,0,90,Clouds,overcast clouds
858,None,261.65,0,90,Snow,light snow
1198,None,261.61,0,90,Snow,light snow
2063,None,262.01,0,90,Snow,light snow
3628,None,262.57,0,90,Snow,light snow
4041,None,264.08,0,90,Snow,light snow
4842,None,264.93,0,90,Snow,light snow
4840,None,265.93,0,90,Snow,light snow
4368,None,266.15,0,90,Snow,light snow
3223,None,265.65,0,90,Snow,light snow
3223,None,265.65,0,90,Mist,mist
2301,None,265.36,0,90,Snow,light snow
2301,None,265.36,0,90,Mist,mist
2024,None,265.35,0,90,Snow,light snow
2259,None,265.28,0,75,Snow,light snow
2161,None,265.35,0,75,Snow,light snow
2161,None,265.35,0,75,Haze,haze
2161,None,265.35,0,75,Mist,mist
785,Washingtons Birthday,265.35,0,90,Mist,mist
553,None,265.35,0,90,Mist,mist
427,None,265.35,0,90,Mist,mist
450,None,265.41,0,75,Mist,mist
828,None,265.72,0,90,Mist,mist
2487,None,265.93,0,90,Mist,mist
4761,None,266.15,0,90,Mist,mist
5295,None,266.08,0,90,Mist,mist
4694,None,266.86,0,90,Mist,mist
4295,None,267.08,0,90,Mist,mist
4047,None,269.01,0,75,Haze,haze
4047,None,269.01,0,75,Mist,mist
4220,None,270.28,0,90,Haze,haze
4220,None,270.28,0,90,Mist,mist
4710,None,272.29,0,1,Clear,sky is clear
4889,None,272.81,0,90,Clouds,overcast clouds
5307,None,273.15,0,90,Clouds,overcast clouds
4092,None,272.58,0,90,Haze,haze
4092,None,272.58,0,90,Mist,mist
2999,None,272.28,0,90,Haze,haze
2147,None,272.51,0,90,Mist,mist
964,None,272.35,0,90,Mist,mist
964,None,272.35,0,90,Snow,light snow
514,None,272.65,0,90,Mist,mist
514,None,272.65,0,90,Rain,light rain
340,None,272.48,0,90,Mist,mist
340,None,272.48,0,90,Fog,fog
340,None,272.48,0,90,Snow,light snow
325,None,272.55,0,90,Mist,mist
325,None,272.55,0,90,Fog,fog
325,None,272.55,0,90,Snow,light snow
869,None,272.48,0,90,Fog,fog
869,None,272.48,0,90,Mist,mist
869,None,272.48,0,90,Snow,light snow
2714,None,272.61,0,90,Mist,mist
2714,None,272.61,0,90,Fog,fog
5526,None,272.55,0,90,Snow,light snow
5526,None,272.55,0,90,Mist,mist
5526,None,272.55,0,90,Fog,fog
6246,None,272.48,0,90,Mist,mist
6246,None,272.48,0,90,Fog,fog
5127,None,272.37,0,90,Mist,mist
4455,None,272.65,0,90,Clouds,overcast clouds
4784,None,273.29,0,1,Clear,sky is clear
5168,None,273.55,0,40,Clouds,scattered clouds
5755,None,273.28,0,90,Clouds,overcast clouds
6009,None,272.55,0,40,Clouds,scattered clouds
3139,None,270.51,0,1,Clear,sky is clear
2423,None,268.16,0,5,Clear,sky is clear
1944,None,265.76,0,1,Clear,sky is clear
965,None,264.95,0,1,Clear,sky is clear
517,None,264,0,1,Clear,sky is clear
368,None,262.8,0,1,Clear,sky is clear
267,None,262.61,0,1,Clear,sky is clear
338,None,262.72,0,1,Clear,sky is clear
907,None,263.14,0,1,Clear,sky is clear
2741,None,262.35,0,40,Clouds,scattered clouds
5973,None,260.82,0,1,Clear,sky is clear
4598,None,265.22,0,1,Clear,sky is clear
4845,None,268.82,0,90,Clouds,overcast clouds
5300,None,271.08,0,90,Clouds,overcast clouds
5826,None,271.15,0,90,Clouds,overcast clouds
6898,None,271.28,0,90,Clouds,overcast clouds
4716,None,271.07,0,90,Clouds,overcast clouds
3316,None,270.93,0,90,Clouds,overcast clouds
2883,None,270.55,0,90,Clouds,overcast clouds
2503,None,270.55,0,90,Clouds,overcast clouds
1862,None,270.36,0,40,Clouds,scattered clouds
1069,None,269.94,0,1,Clear,sky is clear
598,None,269.58,0,1,Clear,sky is clear
356,None,269.72,0,1,Clear,sky is clear
266,None,270.15,0,75,Clouds,broken clouds
2683,None,270.93,0,90,Clouds,overcast clouds
6593,None,271.01,0,1,Clear,sky is clear
5036,None,271.65,0,1,Clear,sky is clear
4931,None,274.29,0,1,Haze,haze
5028,None,275.55,0,1,Haze,haze
5493,None,276.43,0,1,Haze,haze
6788,None,276.86,0,90,Haze,haze
4739,None,276.61,0,40,Haze,haze
